licencePlate,start_time,end_time,start_lat,start_lon,end_lat,end_lon,travel_time,vehicleTypeId,zipCode,model,type,postcode,zipCodeFixed,end_zipCode,end_postcode,start_area,end_area,route,day_of_week,hour_of_day
eb78385,2025-10-03 21:49:08,2025-10-04 04:37:08,55.632145,12.578845,55.632225,12.578913,408,34,1561,Renault Zoe,car,1550,1550,2500.0,2500.0,Kobenhavn V,Valby,Kobenhavn V → Valby,Friday,21
ec20876,2025-10-04 10:21:08,2025-10-04 10:31:09,55.669605,12.535504,55.669533,12.535524,10,34,1801,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Saturday,10
ec20876,2025-10-05 10:37:08,2025-10-05 11:25:08,55.668839,12.532988,55.668839,12.532971,48,34,1801,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Sunday,10
ec63452,2025-10-04 11:01:08,2025-10-04 11:03:10,55.710293,12.571749,55.710293,12.571749,2,34,2100,Renault Zoe,car,2100,2100,2400.0,2400.0,Kobenhavn O,Kobenhavn NV,Kobenhavn O → Kobenhavn NV,Saturday,11
ec63452,2025-10-04 18:11:08,2025-10-04 18:25:08,55.674282,12.570609,55.674282,12.570569,14,34,1553,Renault Zoe,car,1550,1550,2400.0,2400.0,Kobenhavn V,Kobenhavn NV,Kobenhavn V → Kobenhavn NV,Saturday,18
ed78619,2025-10-04 17:25:08,2025-10-05 13:41:08,55.692276,12.511279,55.692276,12.511306,1216,34,2720,Renault Zoe,car,2720,2720,2300.0,2300.0,Vanlose,Kobenhavn S,Vanlose → Kobenhavn S,Saturday,17
dc47405,2025-10-07 08:47:09,2025-10-07 14:55:08,55.71106,12.469971,55.711018,12.470021,368,34,2700,Renault Zoe,car,2700,2700,2720.0,2720.0,Bronshoj,Vanlose,Bronshoj → Vanlose,Tuesday,8
de88743,2025-10-07 09:25:09,2025-10-07 09:45:08,55.658413,12.514506,55.658348,12.514469,20,34,2500,Renault Zoe,car,2500,2500,2000.0,2000.0,Valby,Frederiksberg C,Valby → Frederiksberg C,Tuesday,9
dr11659,2025-10-06 06:55:08,2025-10-06 11:01:09,55.708107,12.552022,55.708145,12.552079,246,34,2200,Renault Zoe,car,2200,2200,2000.0,2000.0,Kobenhavn N,Frederiksberg C,Kobenhavn N → Frederiksberg C,Monday,6
dr11659,2025-10-06 12:21:09,2025-10-06 16:07:09,55.70887,12.55102,55.70887,12.550977,226,34,2200,Renault Zoe,car,2200,2200,2000.0,2000.0,Kobenhavn N,Frederiksberg C,Kobenhavn N → Frederiksberg C,Monday,12
dr11699,2025-10-06 20:11:09,2025-10-07 06:43:09,55.690952,12.494649,55.690952,12.494618,632,34,2720,Renault Zoe,car,2720,2720,2200.0,2200.0,Vanlose,Kobenhavn N,Vanlose → Kobenhavn N,Monday,20
dx15903,2025-10-06 13:31:08,2025-10-07 15:53:09,55.66198,12.506403,55.661964,12.506384,1582,34,2500,Renault Zoe,car,2500,2500,2400.0,2400.0,Valby,Kobenhavn NV,Valby → Kobenhavn NV,Monday,13
dy44088,2025-10-07 08:21:08,2025-10-07 09:51:08,55.684147,12.540938,55.684116,12.540854,90,34,1955,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Tuesday,8
dy44123,2025-10-06 18:31:08,2025-10-06 21:09:08,55.676147,12.560215,55.676125,12.560264,158,34,1605,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Monday,18
dz55144,2025-10-06 07:51:08,2025-10-06 09:17:09,55.632065,12.579083,55.632439,12.578852,86,34,2300,Renault Zoe,car,2300,2300,2700.0,2700.0,Kobenhavn S,Bronshoj,Kobenhavn S → Bronshoj,Monday,7
dz92202,2025-10-06 14:33:09,2025-10-06 14:59:08,55.662727,12.603585,55.662727,12.603577,26,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Monday,14
ec12342,2025-10-06 05:55:08,2025-10-06 07:25:08,55.66647,12.546559,55.666389,12.546523,90,34,1675,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Monday,5
dc47406,2025-10-09 06:15:09,2025-10-09 06:17:09,55.68375,12.504138,55.68375,12.504138,2,34,2000,Renault Zoe,car,2000,2000,2200.0,2200.0,Frederiksberg C,Kobenhavn N,Frederiksberg C → Kobenhavn N,Thursday,6
dc47408,2025-10-07 19:41:08,2025-10-07 20:19:08,55.707081,12.517007,55.707081,12.517061,38,34,2400,Renault Zoe,car,2400,2400,2100.0,2100.0,Kobenhavn NV,Kobenhavn O,Kobenhavn NV → Kobenhavn O,Tuesday,19
dr11755,2025-10-09 06:33:08,2025-10-09 06:59:09,55.666023,12.507931,55.666115,12.507951,26,34,2500,Renault Zoe,car,2500,2500,2200.0,2200.0,Valby,Kobenhavn N,Valby → Kobenhavn N,Thursday,6
dy44105,2025-10-07 15:15:08,2025-10-07 15:21:09,55.692432,12.567403,55.692432,12.567403,6,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Tuesday,15
dy74220,2025-10-07 15:39:09,2025-10-09 06:55:08,55.65844,12.514589,55.658348,12.514471,2356,34,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Tuesday,15
dy74221,2025-10-07 16:07:08,2025-10-08 10:59:08,55.705395,12.475796,55.705395,12.475781,1132,34,2700,Renault Zoe,car,2700,2700,2400.0,2400.0,Bronshoj,Kobenhavn NV,Bronshoj → Kobenhavn NV,Tuesday,16
ea41663,2025-10-08 11:17:08,2025-10-08 12:11:08,55.6549,12.599548,55.654865,12.599545,54,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Wednesday,11
ed35718,2025-10-07 17:55:09,2025-10-07 18:39:08,55.665348,12.608388,55.665283,12.608311,44,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Tuesday,17
ce58904,2025-10-10 18:41:08,2025-10-11 04:35:08,55.639233,12.608809,55.639217,12.608777,594,2,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Friday,18
dc47402,2025-10-09 12:17:08,2025-10-10 05:45:09,55.667645,12.520892,55.667603,12.520804,1048,34,1805,Renault Zoe,car,2000,2000,2720.0,2720.0,Frederiksberg C,Vanlose,Frederiksberg C → Vanlose,Thursday,12
dc47408,2025-10-10 09:15:08,2025-10-10 09:23:08,55.647251,12.539323,55.647251,12.539323,8,34,2450,Renault Zoe,car,2450,2450,2100.0,2100.0,Kobenhavn SV,Kobenhavn O,Kobenhavn SV → Kobenhavn O,Friday,9
dd51659,2025-10-09 15:45:09,2025-10-10 05:07:09,55.69165,12.514934,55.69165,12.514898,802,34,2720,Renault Zoe,car,2720,2720,2100.0,2100.0,Vanlose,Kobenhavn O,Vanlose → Kobenhavn O,Thursday,15
dr11600,2025-10-10 05:45:09,2025-10-10 06:47:08,55.659286,12.602639,55.659286,12.602663,62,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Friday,5
dr11721,2025-10-09 10:41:08,2025-10-09 19:27:08,55.66552,12.575472,55.665512,12.575393,526,34,1562,Renault Zoe,car,1550,1550,2400.0,2400.0,Kobenhavn V,Kobenhavn NV,Kobenhavn V → Kobenhavn NV,Thursday,10
dr11726,2025-10-10 05:15:09,2025-10-10 07:25:08,55.665226,12.609621,55.665184,12.609689,130,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Friday,5
dx15902,2025-10-10 12:23:09,2025-10-10 13:27:08,55.706753,12.551957,55.706787,12.551982,64,34,2200,Renault Zoe,car,2200,2200,2000.0,2000.0,Kobenhavn N,Frederiksberg C,Kobenhavn N → Frederiksberg C,Friday,12
dy44074,2025-10-10 18:27:08,2025-10-10 23:31:08,55.681892,12.562366,55.68182,12.562295,304,34,1368,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Friday,18
dy44133,2025-10-09 16:37:08,2025-10-09 17:37:09,55.686474,12.589563,55.686523,12.589481,60,34,1264,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Thursday,16
dy44138,2025-10-09 09:05:08,2025-10-09 13:23:09,55.660954,12.596148,55.661053,12.596213,258,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Thursday,9
dz55103,2025-10-09 16:21:09,2025-10-11 04:35:08,55.662209,12.608646,55.662174,12.608854,2174,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Thursday,16
dz92240,2025-10-09 15:39:08,2025-10-09 20:11:09,55.657177,12.596773,55.657154,12.596816,272,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Thursday,15
ea75183,2025-10-09 09:05:08,2025-10-09 09:23:09,55.701946,12.557589,55.701939,12.557678,18,34,2200,Renault Zoe,car,2200,2200,2200.0,2200.0,Kobenhavn N,Kobenhavn N,Kobenhavn N → Kobenhavn N,Thursday,9
ea75183,2025-10-10 07:41:08,2025-10-10 11:05:09,55.717953,12.489441,55.717937,12.489577,204,34,2700,Renault Zoe,car,2700,2700,2200.0,2200.0,Bronshoj,Kobenhavn N,Bronshoj → Kobenhavn N,Friday,7
eb78396,2025-10-09 13:33:09,2025-10-09 14:09:08,55.668736,12.579409,55.668736,12.579432,36,34,1559,Renault Zoe,car,1550,1550,2400.0,2400.0,Kobenhavn V,Kobenhavn NV,Kobenhavn V → Kobenhavn NV,Thursday,13
ec12315,2025-10-09 15:05:09,2025-10-09 17:47:08,55.651222,12.55317,55.651188,12.55318,162,34,1561,Renault Zoe,car,1550,1550,2400.0,2400.0,Kobenhavn V,Kobenhavn NV,Kobenhavn V → Kobenhavn NV,Thursday,15
ec12334,2025-10-09 10:21:08,2025-10-09 11:53:08,55.703995,12.55756,55.703995,12.557497,92,34,2200,Renault Zoe,car,2200,2200,2720.0,2720.0,Kobenhavn N,Vanlose,Kobenhavn N → Vanlose,Thursday,10
cx86708,2025-10-12 13:21:09,2025-10-12 13:55:08,55.708302,12.575206,55.708317,12.575222,34,34,2100,Renault Zoe,car,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Sunday,13
cx86708,2025-10-12 14:07:08,2025-10-12 15:05:09,55.707851,12.598195,55.708057,12.598812,58,34,2150,Renault Zoe,car,2150,2150,2100.0,2100.0,Nordhavn,Kobenhavn O,Nordhavn → Kobenhavn O,Sunday,14
cx86713,2025-10-12 22:31:08,2025-10-13 04:01:08,55.663136,12.600098,55.663193,12.600055,330,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Sunday,22
dc47404,2025-10-12 09:41:08,2025-10-12 09:55:08,55.701271,12.53258,55.701271,12.53258,14,34,2400,Renault Zoe,car,2400,2400,2000.0,2000.0,Kobenhavn NV,Frederiksberg C,Kobenhavn NV → Frederiksberg C,Sunday,9
dc47410,2025-10-12 08:45:08,2025-10-12 16:15:08,55.666115,12.515223,55.666145,12.515189,450,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Sunday,8
de88606,2025-10-11 13:51:08,2025-10-11 15:15:08,55.64986,12.530284,55.649887,12.530273,84,34,2450,Renault Zoe,car,2450,2450,2300.0,2300.0,Kobenhavn SV,Kobenhavn S,Kobenhavn SV → Kobenhavn S,Saturday,13
de88705,2025-10-12 11:03:08,2025-10-12 11:07:08,55.708179,12.577439,55.708179,12.577439,4,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Sunday,11
dr11695,2025-10-12 21:09:08,2025-10-13 04:01:08,55.639614,12.605208,55.639614,12.605205,412,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Sunday,21
dr11721,2025-10-11 10:51:09,2025-10-11 10:53:09,55.713833,12.570738,55.713833,12.570738,2,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Saturday,10
dr11721,2025-10-11 11:53:09,2025-10-11 12:13:09,55.678661,12.553298,55.678646,12.553247,20,34,1915,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Saturday,11
dy44092,2025-10-12 09:39:08,2025-10-12 09:41:08,55.681908,12.581879,55.681908,12.581879,2,34,1101,Renault Zoe,car,1050,1050,2100.0,2100.0,Kobenhavn K,Kobenhavn O,Kobenhavn K → Kobenhavn O,Sunday,9
dy44092,2025-10-12 17:51:08,2025-10-12 21:15:09,55.691666,12.578003,55.691666,12.577861,204,34,2100,Renault Zoe,car,2100,2100,2400.0,2400.0,Kobenhavn O,Kobenhavn NV,Kobenhavn O → Kobenhavn NV,Sunday,17
dy44093,2025-10-12 16:19:08,2025-10-12 17:25:08,55.696339,12.551162,55.696354,12.551062,66,34,2200,Renault Zoe,car,2200,2200,2200.0,2200.0,Kobenhavn N,Kobenhavn N,Kobenhavn N → Kobenhavn N,Sunday,16
dy44103,2025-10-11 09:01:09,2025-10-11 10:09:09,55.676025,12.56159,55.676075,12.561601,68,34,1605,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Saturday,9
dy44150,2025-10-12 14:03:09,2025-10-13 04:01:08,55.699356,12.527816,55.699398,12.527755,838,34,2400,Renault Zoe,car,2400,2400,2100.0,2100.0,Kobenhavn NV,Kobenhavn O,Kobenhavn NV → Kobenhavn O,Sunday,14
dy44168,2025-10-11 04:23:09,2025-10-11 10:33:09,55.668736,12.547196,55.668781,12.547231,370,34,1672,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Saturday,4
dy74225,2025-10-12 16:41:09,2025-10-13 04:01:08,55.645531,12.619338,55.645451,12.619405,680,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Sunday,16
dy74227,2025-10-11 15:03:08,2025-10-11 15:17:09,55.632332,12.578186,55.632332,12.578186,14,34,1561,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Saturday,15
dz92240,2025-10-11 07:51:09,2025-10-11 08:03:08,55.708042,12.575504,55.708042,12.575504,12,34,2100,Renault Zoe,car,2100,2100,2450.0,2450.0,Kobenhavn O,Kobenhavn SV,Kobenhavn O → Kobenhavn SV,Saturday,7
ea19425,2025-10-11 09:09:09,2025-10-11 10:17:08,55.664444,12.514758,55.664516,12.514546,68,34,2500,Renault Zoe,car,2500,2500,2300.0,2300.0,Valby,Kobenhavn S,Valby → Kobenhavn S,Saturday,9
ea75180,2025-10-11 04:23:09,2025-10-11 07:49:08,55.706917,12.537022,55.706852,12.537004,206,34,2400,Renault Zoe,car,2400,2400,2100.0,2100.0,Kobenhavn NV,Kobenhavn O,Kobenhavn NV → Kobenhavn O,Saturday,4
eb29775,2025-10-12 12:19:08,2025-10-12 15:07:09,55.721565,12.552836,55.721523,12.552804,168,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Sunday,12
eb29775,2025-10-12 21:29:08,2025-10-13 04:01:08,55.65847,12.62148,55.658489,12.62148,392,34,2300,Renault Zoe,car,2300,2300,2000.0,2000.0,Kobenhavn S,Frederiksberg C,Kobenhavn S → Frederiksberg C,Sunday,21
eb61379,2025-10-12 18:19:08,2025-10-13 04:01:08,55.720402,12.529909,55.720402,12.529879,582,34,2400,Renault Zoe,car,2400,2400,2000.0,2000.0,Kobenhavn NV,Frederiksberg C,Kobenhavn NV → Frederiksberg C,Sunday,18
eb61382,2025-10-11 18:41:08,2025-10-11 18:47:08,55.677937,12.531103,55.677937,12.531103,6,34,1861,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Saturday,18
eb61389,2025-10-11 13:55:09,2025-10-11 14:25:08,55.66481,12.606663,55.664772,12.606628,30,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Saturday,13
ed35720,2025-10-11 04:23:09,2025-10-11 07:37:08,55.666618,12.550271,55.666706,12.550322,194,34,1676,Renault Zoe,car,1550,1550,2720.0,2720.0,Kobenhavn V,Vanlose,Kobenhavn V → Vanlose,Saturday,4
cx86701,2025-10-13 22:57:08,2025-10-14 06:45:09,55.629646,12.57549,55.629646,12.57549,468,34,1561,Renault Zoe,car,1550,1550,2000.0,2000.0,Kobenhavn V,Frederiksberg C,Kobenhavn V → Frederiksberg C,Monday,22
cx86724,2025-10-13 07:35:08,2025-10-13 20:11:09,55.656185,12.631502,55.656185,12.631547,756,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Monday,7
dd91446,2025-10-14 12:37:09,2025-10-14 13:25:08,55.692707,12.584347,55.692707,12.584216,48,31,2100,unknown,van,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Tuesday,12
de88626,2025-10-13 19:55:09,2025-10-14 06:45:09,55.663559,12.588955,55.663525,12.588914,650,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Monday,19
de88629,2025-10-14 08:11:08,2025-10-14 09:21:09,55.691944,12.483996,55.691944,12.48398,70,34,2720,Renault Zoe,car,2720,2720,2100.0,2100.0,Vanlose,Kobenhavn O,Vanlose → Kobenhavn O,Tuesday,8
de88706,2025-10-13 14:45:08,2025-10-13 15:19:09,55.649693,12.621236,55.649693,12.621257,34,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Monday,14
de88745,2025-10-13 19:37:08,2025-10-14 03:59:08,55.675602,12.597457,55.67561,12.597487,502,34,1428,Renault Zoe,car,1050,1050,2300.0,2300.0,Kobenhavn K,Kobenhavn S,Kobenhavn K → Kobenhavn S,Monday,19
dr11668,2025-10-14 07:43:08,2025-10-14 07:47:08,55.698715,12.582204,55.698715,12.582204,4,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Tuesday,7
dr11724,2025-10-14 13:25:08,2025-10-15 01:27:09,55.683945,12.554696,55.684074,12.554598,722,34,1973,Renault Zoe,car,2000,2000,2100.0,2100.0,Frederiksberg C,Kobenhavn O,Frederiksberg C → Kobenhavn O,Tuesday,13
dy44112,2025-10-14 20:13:08,2025-10-14 22:03:08,55.706894,12.588025,55.706944,12.588033,110,34,2150,Renault Zoe,car,2150,2150,2300.0,2300.0,Nordhavn,Kobenhavn S,Nordhavn → Kobenhavn S,Tuesday,20
dz55108,2025-10-14 12:13:08,2025-10-14 12:39:08,55.678612,12.587173,55.678596,12.587232,26,34,1055,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Tuesday,12
dz55131,2025-10-13 08:55:09,2025-10-13 09:23:09,55.702148,12.538631,55.702148,12.538631,28,34,2400,Renault Zoe,car,2400,2400,2200.0,2200.0,Kobenhavn NV,Kobenhavn N,Kobenhavn NV → Kobenhavn N,Monday,8
dz55135,2025-10-13 14:37:08,2025-10-14 06:45:09,55.66552,12.483212,55.665478,12.483207,968,34,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Monday,14
dz80998,2025-10-13 20:39:08,2025-10-14 06:45:09,55.696419,12.48267,55.696404,12.482644,606,34,2720,Renault Zoe,car,2720,2720,2100.0,2100.0,Vanlose,Kobenhavn O,Vanlose → Kobenhavn O,Monday,20
dz81026,2025-10-13 08:59:09,2025-10-13 10:17:08,55.632252,12.578635,55.632225,12.578772,78,94,1561,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Monday,8
dz92215,2025-10-13 03:55:09,2025-10-13 14:37:08,55.67123,12.552205,55.671272,12.552165,642,34,1660,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Monday,3
dz92220,2025-10-14 09:45:08,2025-10-14 13:57:09,55.684605,12.584932,55.684715,12.585114,252,34,1304,Renault Zoe,car,1050,1050,2100.0,2100.0,Kobenhavn K,Kobenhavn O,Kobenhavn K → Kobenhavn O,Tuesday,9
ea69847,2025-10-13 20:31:09,2025-10-14 05:55:08,55.660572,12.609095,55.660435,12.60907,564,34,2300,Renault Zoe,car,2300,2300,2450.0,2450.0,Kobenhavn S,Kobenhavn SV,Kobenhavn S → Kobenhavn SV,Monday,20
ea75177,2025-10-13 03:55:09,2025-10-13 05:03:08,55.691494,12.514889,55.691521,12.514913,68,34,2720,Renault Zoe,car,2720,2720,2450.0,2450.0,Vanlose,Kobenhavn SV,Vanlose → Kobenhavn SV,Monday,3
ec20882,2025-10-14 15:09:09,2025-10-14 17:11:08,55.697983,12.527671,55.697983,12.527617,122,34,2400,Renault Zoe,car,2400,2400,2400.0,2400.0,Kobenhavn NV,Kobenhavn NV,Kobenhavn NV → Kobenhavn NV,Tuesday,15
ce58917,2025-10-15 20:05:09,2025-10-16 07:13:08,55.700886,12.577452,55.700886,12.577454,668,2,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Wednesday,20
dd28391,2025-10-15 07:41:09,2025-10-15 12:49:08,55.706917,12.588017,55.706982,12.588088,308,34,2150,Renault Zoe,car,2150,2150,2300.0,2300.0,Nordhavn,Kobenhavn S,Nordhavn → Kobenhavn S,Wednesday,7
dd28391,2025-10-15 16:01:09,2025-10-15 16:39:08,55.708252,12.563611,55.708195,12.563635,38,34,2100,Renault Zoe,car,2100,2100,2400.0,2400.0,Kobenhavn O,Kobenhavn NV,Kobenhavn O → Kobenhavn NV,Wednesday,16
de88712,2025-10-15 15:05:09,2025-10-16 06:31:09,55.696232,12.550444,55.696304,12.550427,926,34,2200,Renault Zoe,car,2200,2200,2300.0,2300.0,Kobenhavn N,Kobenhavn S,Kobenhavn N → Kobenhavn S,Wednesday,15
de88742,2025-10-15 19:07:08,2025-10-15 19:53:09,55.683926,12.535075,55.683872,12.535087,46,34,2000,Renault Zoe,car,2000,2000,2450.0,2450.0,Frederiksberg C,Kobenhavn SV,Frederiksberg C → Kobenhavn SV,Wednesday,19
dr11642,2025-10-15 15:55:09,2025-10-15 16:03:09,55.663582,12.562653,55.663582,12.562665,8,34,1561,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Wednesday,15
dr11732,2025-10-15 07:49:08,2025-10-15 09:29:09,55.632412,12.575889,55.632771,12.57584,100,34,1561,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Wednesday,7
dz55128,2025-10-16 13:39:09,2025-10-16 15:13:08,55.688622,12.562146,55.688656,12.562081,94,34,2200,Renault Zoe,car,2200,2200,2300.0,2300.0,Kobenhavn N,Kobenhavn S,Kobenhavn N → Kobenhavn S,Thursday,13
dz92207,2025-10-15 17:47:09,2025-10-16 08:59:08,55.689732,12.527696,55.689663,12.527722,912,34,2000,Renault Zoe,car,2000,2000,2700.0,2700.0,Frederiksberg C,Bronshoj,Frederiksberg C → Bronshoj,Wednesday,17
dz92219,2025-10-15 01:09:08,2025-10-15 06:11:09,55.68531,12.550566,55.685402,12.550557,302,34,1960,Renault Zoe,car,2000,2000,2200.0,2200.0,Frederiksberg C,Kobenhavn N,Frederiksberg C → Kobenhavn N,Wednesday,1
eb61375,2025-10-15 17:09:09,2025-10-15 20:01:08,55.666145,12.578089,55.66626,12.578195,172,34,2300,Renault Zoe,car,2300,2300,2450.0,2450.0,Kobenhavn S,Kobenhavn SV,Kobenhavn S → Kobenhavn SV,Wednesday,17
eb61396,2025-10-16 16:53:08,2025-10-16 17:43:08,55.701515,12.542222,55.701481,12.542216,50,102,2200,Renault Megane,car,2200,2200,2450.0,2450.0,Kobenhavn N,Kobenhavn SV,Kobenhavn N → Kobenhavn SV,Thursday,16
ee60467,2025-10-16 18:31:08,2025-10-16 19:59:08,55.667221,12.562864,55.667187,12.562899,88,34,1705,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Thursday,18
el65568,2025-10-15 08:47:08,2025-10-15 13:41:09,55.667645,12.618417,55.667667,12.618485,294,34,1441,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Wednesday,8
bp20003,2025-10-18 18:15:08,2025-10-18 21:07:09,55.687656,12.558044,55.687656,12.55805,172,2,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Saturday,18
bs50910,2025-10-18 12:37:08,2025-10-18 21:07:09,55.663136,12.482951,55.663063,12.482961,510,2,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Saturday,12
cx86643,2025-10-17 15:33:08,2025-10-17 16:35:08,55.685017,12.508225,55.685001,12.508274,62,34,2000,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Friday,15
cx86689,2025-10-18 19:03:08,2025-10-18 20:49:08,55.68457,12.584436,55.684555,12.584424,106,34,1304,Renault Zoe,car,1050,1050,2150.0,2150.0,Kobenhavn K,Nordhavn,Kobenhavn K → Nordhavn,Saturday,19
dd72515,2025-10-18 15:13:08,2025-10-18 15:25:09,55.702896,12.54552,55.702816,12.545622,12,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Saturday,15
dd72517,2025-10-17 15:49:08,2025-10-17 16:25:08,55.647655,12.549229,55.647617,12.549284,36,34,2450,Renault Zoe,car,2450,2450,2100.0,2100.0,Kobenhavn SV,Kobenhavn O,Kobenhavn SV → Kobenhavn O,Friday,15
